edge_type,source_id,source_name,source_type,target_id,target_name,target_type,key
RecordedBy,16367,Whispers of Cerulean,Song,46,Echo Vault Records,RecordLabel,0
DistributedBy,16367,Whispers of Cerulean,Song,16370,Aurora Valley University,RecordLabel,0
PerformerOf,16368,Lisa Henderson,Person,16367,Whispers of Cerulean,Song,0
PerformerOf,16369,Jonathan Hunter,Person,16367,Whispers of Cerulean,Song,0
ProducerOf,16369,Jonathan Hunter,Person,16367,Whispers of Cerulean,Song,1
DirectlySamples,16371,Painted Heavens,Song,966,Strings of Silence,Song,0
InStyleOf,16371,Painted Heavens,Song,827,When Pigs Fly,Song,0
LyricalReferenceTo,16371,Painted Heavens,Song,12517,Tidal Whispers,Song,0
InStyleOf,16371,Painted Heavens,Song,14768,Temporary Freedom,Song,0
InStyleOf,16371,Painted Heavens,Song,13335,Intervals Between Silence,Song,0
DistributedBy,16371,Painted Heavens,Song,173,Blue Bayou Sound,RecordLabel,0
RecordedBy,16372,Boundless Blue Symphony,Album,2072,Thyrnau Sound,RecordLabel,0
InStyleOf,16373,Tearless Goodbye,Album,4046,Sweet Katharina's Lament,Album,0
InStyleOf,16373,Tearless Goodbye,Album,5310,Whispers Between Verses,Song,0
LyricalReferenceTo,16373,Tearless Goodbye,Album,11280,Euphoria's Overflow,Song,0
RecordedBy,16373,Tearless Goodbye,Album,16380,Crestwood Institute of Technology,RecordLabel,0
ProducerOf,16374,Shanaya Dave,Person,16373,Tearless Goodbye,Album,0
PerformerOf,16375,Tarini Bora,Person,16373,Tearless Goodbye,Album,0
PerformerOf,16376,Gatik Thaker,Person,16373,Tearless Goodbye,Album,0
PerformerOf,16377,Gatik Gandhi,Person,16373,Tearless Goodbye,Album,0
PerformerOf,16378,Indrajit Halder,Person,16373,Tearless Goodbye,Album,0
PerformerOf,16379,Jayan Chawla,Person,16373,Tearless Goodbye,Album,0
InterpolatesFrom,16381,Strength Beyond Sorrow,Song,15622,Whispers of Finality,Song,0
CoverOf,16381,Strength Beyond Sorrow,Song,2956,Sapnon Ka Safar,Song,0
RecordedBy,16381,Strength Beyond Sorrow,Song,1285,Honeydew Harmony,RecordLabel,0
ComposerOf,16382,Amber Park,Person,16381,Strength Beyond Sorrow,Song,0
PerformerOf,16382,Amber Park,Person,16381,Strength Beyond Sorrow,Song,1
PerformerOf,16383,Sarah Sims,Person,16381,Strength Beyond Sorrow,Song,0
LyricistOf,16384,John Watts,Person,16381,Strength Beyond Sorrow,Song,0
LyricalReferenceTo,16385,Unbroken Whispers,Album,4576,Life's Remedy,Album,0
InterpolatesFrom,16385,Unbroken Whispers,Album,6194,Snowflakes and Silent Nights,Song,0
InterpolatesFrom,16385,Unbroken Whispers,Album,9165,Tracks of Forgotten Journeys,Song,0
LyricalReferenceTo,16385,Unbroken Whispers,Album,12106,Couture and Consequence,Song,0
CoverOf,16385,Unbroken Whispers,Album,14080,Harmonies Under Open Skies,Song,0
InterpolatesFrom,16385,Unbroken Whispers,Album,12294,The Last Exit,Song,0
LyricalReferenceTo,16385,Unbroken Whispers,Album,3697,Whispers at Sunset,Song,0
RecordedBy,16385,Unbroken Whispers,Album,1852,Orge Resonance,RecordLabel,0
PerformerOf,16386,Ping Gong,Person,16385,Unbroken Whispers,Album,0
ProducerOf,16386,Ping Gong,Person,16385,Unbroken Whispers,Album,1
ComposerOf,16387,Ming Lin,Person,16385,Unbroken Whispers,Album,0
LyricistOf,16388,Chao Zhu,Person,16385,Unbroken Whispers,Album,0
RecordedBy,16389,Silent Resilience,Song,111,Aura Pulse,RecordLabel,0
DistributedBy,16389,Silent Resilience,Song,4232,Prairie Sound Records,RecordLabel,0
PerformerOf,16390,Joseph Long,Person,16389,Silent Resilience,Song,0
ComposerOf,16391,Anaya Butala,Person,16389,Silent Resilience,Song,0
PerformerOf,16391,Anaya Butala,Person,16389,Silent Resilience,Song,1
InStyleOf,16392,Scales of Transformation,Song,1320,Harmony's Embrace,Song,0
InStyleOf,16392,Scales of Transformation,Song,14994,Mm-Hmm Mm-Hmm,Song,0
RecordedBy,16392,Scales of Transformation,Song,13128,Echoes & Groves,RecordLabel,0
PerformerOf,16393,Patrick Williams,Person,16392,Scales of Transformation,Song,0
LyricistOf,16394,Kimberly Campbell,Person,16392,Scales of Transformation,Song,0
ComposerOf,16395,Mitchell Sharp,Person,16392,Scales of Transformation,Song,0
InterpolatesFrom,16396,Saltwater Metamorphosis,Album,15772,Meadow's Gentle Harvest,Album,0
CoverOf,16396,Saltwater Metamorphosis,Album,13640,Petals of Promise,Song,0
RecordedBy,16396,Saltwater Metamorphosis,Album,320,MTJ Harmony,RecordLabel,0
DistributedBy,16396,Saltwater Metamorphosis,Album,320,MTJ Harmony,RecordLabel,1
InStyleOf,16397,Depths Beyond Memory,Song,11378,Teenage Dream Machine,Song,0
InterpolatesFrom,16397,Depths Beyond Memory,Song,8593,Dirt Road Daybreak,Song,0
DistributedBy,16397,Depths Beyond Memory,Song,406,Heritage Sound Studios,RecordLabel,0
PerformerOf,16398,Karl Bruder,Person,16397,Depths Beyond Memory,Song,0
LyricistOf,16399,Hilmar Budig-Seip,Person,16397,Depths Beyond Memory,Song,0
PerformerOf,16399,Hilmar Budig-Seip,Person,16397,Depths Beyond Memory,Song,1
InterpolatesFrom,16400,Aquatic Rebirth (1983),Song,12673,Whispers of Impermanence,Song,0
InterpolatesFrom,16400,Aquatic Rebirth (1983),Song,6994,Clocktower Cadence,Song,0
InStyleOf,16400,Aquatic Rebirth (1983),Song,5854,Sunlight Whispers,Song,0
RecordedBy,16400,Aquatic Rebirth (1983),Song,3042,Quill Recordings,RecordLabel,0
DistributedBy,16400,Aquatic Rebirth (1983),Song,3041,Ardennes Audio,RecordLabel,0
PerformerOf,16401,Steven Goodman,Person,16400,Aquatic Rebirth (1983),Song,0
LyricalReferenceTo,16402,Les Ailes Célestes,Song,3025,Destiny's Call,Song,0
RecordedBy,16402,Les Ailes Célestes,Song,1948,Orbital Sound,RecordLabel,0
ComposerOf,16403,Juan Fang,Person,16402,Les Ailes Célestes,Song,0
PerformerOf,16403,Juan Fang,Person,16402,Les Ailes Célestes,Song,1
InStyleOf,16404,Murmures Angéliques,Song,9236,Saltwater Symphonies,Song,0
InStyleOf,16404,Murmures Angéliques,Song,2615,Distant Echoes,Album,0
LyricalReferenceTo,16404,Murmures Angéliques,Song,7568,Heartstrings and Steel,Song,0
LyricalReferenceTo,16404,Murmures Angéliques,Song,1853,Reflections on the Water's Rim,Song,0
CoverOf,16404,Murmures Angéliques,Song,16035,Divided We Stand,Song,0
LyricalReferenceTo,16404,Murmures Angéliques,Song,1101,Sessiz Çığlıklar (Silent Screams),Album,0
InStyleOf,16404,Murmures Angéliques,Song,1018,Wrinkled Rebellion,Song,0
RecordedBy,16404,Murmures Angéliques,Song,3109,Melodrama Recordings,RecordLabel,0
DistributedBy,16404,Murmures Angéliques,Song,3109,Melodrama Recordings,RecordLabel,1
RecordedBy,16405,Symphonie des Séraphins,Song,11178,Basin Street Sound,RecordLabel,0
DistributedBy,16405,Symphonie des Séraphins,Song,11178,Basin Street Sound,RecordLabel,1
PerformerOf,16406,Elba Zaragoza-Doménech,Person,16405,Symphonie des Séraphins,Song,0
ProducerOf,16406,Elba Zaragoza-Doménech,Person,16405,Symphonie des Séraphins,Song,1
PerformerOf,16407,Kristina Taylor,Person,16405,Symphonie des Séraphins,Song,0
PerformerOf,16408,Octavia Gilabert León,Person,16405,Symphonie des Séraphins,Song,0
DirectlySamples,16409,Lumière Immortelle,Song,15622,Whispers of Finality,Song,0
CoverOf,16409,Lumière Immortelle,Song,15494,Probiotic Daydreams in Pink,Album,0
RecordedBy,16409,Lumière Immortelle,Song,620,99Ascent,RecordLabel,0
DistributedBy,16409,Lumière Immortelle,Song,620,99Ascent,RecordLabel,1
ProducerOf,16410,Kyle Reynolds,Person,16409,Lumière Immortelle,Song,0
LyricistOf,16411,Nicholas Patel,Person,16409,Lumière Immortelle,Song,0
PerformerOf,16411,Nicholas Patel,Person,16409,Lumière Immortelle,Song,1
PerformerOf,16412,Kendra Walsh,Person,16409,Lumière Immortelle,Song,0
RecordedBy,16413,Shadows of Cassidy,Song,749,Sovereign Sound Studios,RecordLabel,0
DistributedBy,16413,Shadows of Cassidy,Song,749,Sovereign Sound Studios,RecordLabel,1
ComposerOf,16414,Min Liang,Person,16413,Shadows of Cassidy,Song,0
PerformerOf,16414,Min Liang,Person,16413,Shadows of Cassidy,Song,1
LyricistOf,16415,Jun Tan,Person,16413,Shadows of Cassidy,Song,0
PerformerOf,16416,Joel Collins,Person,16413,Shadows of Cassidy,Song,0
PerformerOf,16417,Jing Su,Person,16413,Shadows of Cassidy,Song,0
CoverOf,16418,Whispers from the Heartline,Song,454,Celestial Blueprints,Song,0
RecordedBy,16418,Whispers from the Heartline,Song,7370,Żenn Sound,RecordLabel,0
DistributedBy,16418,Whispers from the Heartline,Song,7370,Żenn Sound,RecordLabel,1
PerformerOf,16419,Pari Sharaf,Person,16418,Whispers from the Heartline,Song,0
ProducerOf,16419,Pari Sharaf,Person,16418,Whispers from the Heartline,Song,1
ComposerOf,16420,Kimaya Chaudhuri,Person,16418,Whispers from the Heartline,Song,0
RecordedBy,16421,Unraveled (A Cassidy Story),Song,31,Galil Groove,RecordLabel,0
DistributedBy,16421,Unraveled (A Cassidy Story),Song,34,Nexus Sonic,RecordLabel,0
PerformerOf,16422,Alfredo Roth,Person,16421,Unraveled (A Cassidy Story),Song,0
PerformerOf,16423,Dionigi Granatelli,Person,16421,Unraveled (A Cassidy Story),Song,0
CoverOf,16424,Midnight's Daughter,Song,11219,The Sixth Symphony of Silence,Song,0
CoverOf,16424,Midnight's Daughter,Song,1611,Philosophical Brew,Song,0
InterpolatesFrom,16424,Midnight's Daughter,Song,673,Paternal Echoes,Song,0
InterpolatesFrom,16424,Midnight's Daughter,Song,5013,Leaky Life Blues,Song,0
DistributedBy,16424,Midnight's Daughter,Song,5017,Sinaloan Rhythms,RecordLabel,0
PerformerOf,16425,Ibán Salazar,Person,16424,Midnight's Daughter,Song,0
PerformerOf,16426,Aroa Coca,Person,16424,Midnight's Daughter,Song,0
ComposerOf,16427,Fito Pacheco León,Person,16424,Midnight's Daughter,Song,0
PerformerOf,16427,Fito Pacheco León,Person,16424,Midnight's Daughter,Song,1
PerformerOf,16428,Severo Gimenez Ródenas,Person,16424,Midnight's Daughter,Song,0
DirectlySamples,16429,Cavalry of Color,Album,5079,The Pool of Self-Obsession,Song,0
RecordedBy,16429,Cavalry of Color,Album,488,Monticello Sound,RecordLabel,0
DistributedBy,16429,Cavalry of Color,Album,1194,Solstice Sounds,RecordLabel,0
PerformerOf,16430,Michael Hayes,Person,16429,Cavalry of Color,Album,0
ComposerOf,16431,Teresa Nelson,Person,16429,Cavalry of Color,Album,0
PerformerOf,16431,Teresa Nelson,Person,16429,Cavalry of Color,Album,1
LyricalReferenceTo,16432,Sabers and Silk,Album,7116,Suffering's Embrace,Song,0
RecordedBy,16432,Sabers and Silk,Album,911,Urban Artifact Sound,RecordLabel,0
DistributedBy,16432,Sabers and Silk,Album,911,Urban Artifact Sound,RecordLabel,1
RecordedBy,16433,Ride of the Proud Lancers,Song,514,Sketch Sonic,RecordLabel,0
DistributedBy,16433,Ride of the Proud Lancers,Song,514,Sketch Sonic,RecordLabel,1
PerformerOf,16434,Iwo Olbrych,Person,16433,Ride of the Proud Lancers,Song,0
ProducerOf,16435,Klara Betlej,Person,16433,Ride of the Proud Lancers,Song,0
PerformerOf,16436,Jeremi Kwarciak,Person,16433,Ride of the Proud Lancers,Song,0
InStyleOf,16437,Regiments and Rainbows,Song,1869,Echoes from the Dark Chord,Song,0
DirectlySamples,16437,Regiments and Rainbows,Song,6617,Graceful Reflections of Maturity,Song,0
DistributedBy,16437,Regiments and Rainbows,Song,1284,Barbizon Sound,RecordLabel,0
LyricistOf,16438,Jun Peng,Person,16437,Regiments and Rainbows,Song,0
PerformerOf,16438,Jun Peng,Person,16437,Regiments and Rainbows,Song,1
PerformerOf,16439,Na Kong,Person,16437,Regiments and Rainbows,Song,0
InStyleOf,16440,Quiet Crosswalk,Album,5802,Tribal Waters,Song,0
RecordedBy,16440,Quiet Crosswalk,Album,488,Monticello Sound,RecordLabel,0
DistributedBy,16440,Quiet Crosswalk,Album,1194,Solstice Sounds,RecordLabel,0
InterpolatesFrom,16441,Weekend Wanderings,Song,12596,Concrete and Consequence,Song,0
RecordedBy,16441,Weekend Wanderings,Song,1528,Agata Records,RecordLabel,0
LyricistOf,16442,Jonathan Hayes,Person,16441,Weekend Wanderings,Song,0
PerformerOf,16442,Jonathan Hayes,Person,16441,Weekend Wanderings,Song,1
PerformerOf,16443,Terri Cortez,Person,16441,Weekend Wanderings,Song,0
PerformerOf,16444,Amanda Smith,Person,16441,Weekend Wanderings,Song,0
RecordedBy,16445,Lazy Pavement,Album,652,Rockville Records,RecordLabel,0
LyricistOf,16446,Gang Bai,Person,16445,Lazy Pavement,Album,0
PerformerOf,16446,Gang Bai,Person,16445,Lazy Pavement,Album,1
ProducerOf,16447,Xiulan Zhu,Person,16445,Lazy Pavement,Album,0
ComposerOf,16448,Qiang Ren,Person,16445,Lazy Pavement,Album,0
LyricalReferenceTo,16449,Sundown Boulevard,Song,15506,The Disenchanted Carol,Song,0
RecordedBy,16449,Sundown Boulevard,Song,7253,Riverside Elevation,RecordLabel,0
PerformerOf,16450,Andrea Duncan,Person,16449,Sundown Boulevard,Song,0
ComposerOf,16451,Suzanne Bonilla,Person,16449,Sundown Boulevard,Song,0
PerformerOf,16451,Suzanne Bonilla,Person,16449,Sundown Boulevard,Song,1
CoverOf,16452,Star of the Stable,Song,5058,Rhythm of the Heated Skies,Song,0
InStyleOf,16452,Star of the Stable,Song,10055,"Lights, Camera, Heartbreak",Album,0
InStyleOf,16452,Star of the Stable,Song,14907,Forgotten Summer Embrace,Song,0
LyricalReferenceTo,16452,Star of the Stable,Song,10997,Harmonies of the Learned Voice,Album,0
InStyleOf,16452,Star of the Stable,Song,3270,Crimson Vows,Song,0
LyricalReferenceTo,16452,Star of the Stable,Song,14074,Ancestral Winds and Ancient Stones,Song,0
InStyleOf,16452,Star of the Stable,Song,11718,Perfect Moment's Embrace,Song,0
RecordedBy,16452,Star of the Stable,Song,1538,Radiant Sounds Collective,RecordLabel,0
DistributedBy,16452,Star of the Stable,Song,2041,Horizon Sonic,RecordLabel,0
LyricistOf,16453,Laura Carson,Person,16452,Star of the Stable,Song,0
RecordedBy,16454,Donkey's Lament,Album,620,99Ascent,RecordLabel,0
DistributedBy,16454,Donkey's Lament,Album,620,99Ascent,RecordLabel,1
ProducerOf,16455,Chelsea Mclean,Person,16454,Donkey's Lament,Album,0
ComposerOf,16456,Chloe Little,Person,16454,Donkey's Lament,Album,0
PerformerOf,16456,Chloe Little,Person,16454,Donkey's Lament,Album,1
InterpolatesFrom,16457,Manger's Midnight,Song,1841,Ripples and Whispers,Song,0
InStyleOf,16457,Manger's Midnight,Song,9685,Earthsong Eternal,Song,0
RecordedBy,16457,Manger's Midnight,Song,670,Velvet Grove,RecordLabel,0
DistributedBy,16457,Manger's Midnight,Song,884,Haute-Corse Records,RecordLabel,0
LyricalReferenceTo,16458,Shepherds' Journey,Song,13961,Twilight of Infinite Endings,Album,0
RecordedBy,16458,Shepherds' Journey,Song,270,Mate Melody,RecordLabel,0
PerformerOf,16459,Alexis Hart,Person,16458,Shepherds' Journey,Song,0
PerformerOf,16460,Yan Xiong,Person,16458,Shepherds' Journey,Song,0
PerformerOf,16461,Yong Xia,Person,16458,Shepherds' Journey,Song,0
ProducerOf,16461,Yong Xia,Person,16458,Shepherds' Journey,Song,1
CoverOf,16462,Halo of Grace,Song,12668,When Cosmos Collapses,Song,0
RecordedBy,16462,Halo of Grace,Song,245,Harmony of Hope Recordings,RecordLabel,0
LyricistOf,16463,Chao Wan,Person,16462,Halo of Grace,Song,0
PerformerOf,16463,Chao Wan,Person,16462,Halo of Grace,Song,1
ComposerOf,16464,Monica Hunt,Person,16462,Halo of Grace,Song,0
PerformerOf,16465,Yan Kong,Person,16462,Halo of Grace,Song,0
InStyleOf,16466,Whispers from Heaven,Song,5680,Gaul's Last Hangover,Song,0
InterpolatesFrom,16466,Whispers from Heaven,Song,9014,Forever Constant,Song,0
InStyleOf,16466,Whispers from Heaven,Song,1195,The Mill Town Monarch,Album,0
InStyleOf,16466,Whispers from Heaven,Song,10641,Divination's Echo,Song,0
RecordedBy,16466,Whispers from Heaven,Song,16470,Vanguard Coastal University,RecordLabel,0
ProducerOf,16467,Chao Fan,Person,16466,Whispers from Heaven,Song,0
PerformerOf,16468,Na Fu,Person,16466,Whispers from Heaven,Song,0
PerformerOf,16469,Chao Wang,Person,16466,Whispers from Heaven,Song,0
LyricalReferenceTo,16471,Guardian of My Heart,Song,8029,Invisible Borders,Song,0
RecordedBy,16471,Guardian of My Heart,Song,8034,Univalle Waves,RecordLabel,0
PerformerOf,16472,Gang Ye,Person,16471,Guardian of My Heart,Song,0
ProducerOf,16472,Gang Ye,Person,16471,Guardian of My Heart,Song,1
CoverOf,16473,Whispers of the Hanged God,Song,8937,Trouser-Free Zone,Album,0
RecordedBy,16473,Whispers of the Hanged God,Song,3800,Súria Recordings,RecordLabel,0
DistributedBy,16473,Whispers of the Hanged God,Song,370,Wilderness Frequency,RecordLabel,0
ComposerOf,16474,Yong Gu,Person,16473,Whispers of the Hanged God,Song,0
PerformerOf,16475,Lei Qin,Person,16473,Whispers of the Hanged God,Song,0
PerformerOf,16476,Li Lai,Person,16473,Whispers of the Hanged God,Song,0
ProducerOf,16476,Li Lai,Person,16473,Whispers of the Hanged God,Song,1
PerformerOf,16477,Ping Zhou,Person,16473,Whispers of the Hanged God,Song,0
RecordedBy,16478,Nine Nights of Wisdom,Album,16483,Everglade State College,RecordLabel,0
ComposerOf,16479,Monica Franco,Person,16478,Nine Nights of Wisdom,Album,0
PerformerOf,16479,Monica Franco,Person,16478,Nine Nights of Wisdom,Album,1
LyricistOf,16480,Matthew Moss,Person,16478,Nine Nights of Wisdom,Album,0
PerformerOf,16481,Eric Reyes,Person,16478,Nine Nights of Wisdom,Album,0
PerformerOf,16482,Sharon Gallegos,Person,16478,Nine Nights of Wisdom,Album,0
InStyleOf,16484,Sacred Branches of Knowledge,Song,1857,Melancholy's Strings,Song,0
InterpolatesFrom,16484,Sacred Branches of Knowledge,Song,6616,Wisdom's Whispers in Twilight,Song,0
InterpolatesFrom,16484,Sacred Branches of Knowledge,Song,13484,Ballot Box Rodent,Album,0
RecordedBy,16484,Sacred Branches of Knowledge,Song,979,Center Sound,RecordLabel,0
DistributedBy,16484,Sacred Branches of Knowledge,Song,979,Center Sound,RecordLabel,1
InStyleOf,16485,The Sacrificial Script,Song,2002,Silver Threads and Quiet Moments,Song,0
DistributedBy,16485,The Sacrificial Script,Song,3361,Spiegel Harmony,RecordLabel,0
ComposerOf,16486,Temistocle Vivaldi-Amato,Person,16485,The Sacrificial Script,Song,0
PerformerOf,16486,Temistocle Vivaldi-Amato,Person,16485,The Sacrificial Script,Song,1
InterpolatesFrom,16487,Echoes of the Trøndelag Heartland,Song,12673,Whispers of Impermanence,Song,0
RecordedBy,16487,Echoes of the Trøndelag Heartland,Song,3406,Marsala Sounds,RecordLabel,0
ComposerOf,16488,Leonie Kabus,Person,16487,Echoes of the Trøndelag Heartland,Song,0
PerformerOf,16489,Jacqueline Hörle,Person,16487,Echoes of the Trøndelag Heartland,Song,0
LyricistOf,16490,Herr Alexander Eckbauer,Person,16487,Echoes of the Trøndelag Heartland,Song,0
RecordedBy,16491,Rivers and Memories of Levanger,Album,2322,Lombardone Sound,RecordLabel,0
DistributedBy,16491,Rivers and Memories of Levanger,Album,2322,Lombardone Sound,RecordLabel,1
ProducerOf,16492,Laura Hernandez,Person,16491,Rivers and Memories of Levanger,Album,0
ComposerOf,16493,Zachary Stanley,Person,16491,Rivers and Memories of Levanger,Album,0
CoverOf,16494,Whispers from the Northern Town,Song,2360,Fragments of What I Mean,Song,0
DirectlySamples,16494,Whispers from the Northern Town,Song,4006,Whispers in the Olive Grove,Song,0
CoverOf,16494,Whispers from the Northern Town,Song,11319,Whispers Between Empty Pavements,Album,0
LyricalReferenceTo,16494,Whispers from the Northern Town,Song,1857,Melancholy's Strings,Song,0
InStyleOf,16494,Whispers from the Northern Town,Song,1244,Stable Secrets at Dawn,Album,0
CoverOf,16494,Whispers from the Northern Town,Song,9916,Echoes of a Final Embrace,Song,0
CoverOf,16494,Whispers from the Northern Town,Song,15771,Tea and Rebellion,Song,0
InterpolatesFrom,16494,Whispers from the Northern Town,Song,13484,Ballot Box Rodent,Album,0
LyricalReferenceTo,16494,Whispers from the Northern Town,Song,876,Bold Without Apology,Song,0
InStyleOf,16494,Whispers from the Northern Town,Song,6616,Wisdom's Whispers in Twilight,Song,0
InStyleOf,16494,Whispers from the Northern Town,Song,2683,Celestial Whispers,Album,0
DistributedBy,16494,Whispers from the Northern Town,Song,979,Center Sound,RecordLabel,0
LyricalReferenceTo,16495,Landscapes of a Forgotten Melody,Song,6745,Temporal Horizon,Song,0
LyricalReferenceTo,16495,Landscapes of a Forgotten Melody,Song,13357,Harvest Moon's Embrace,Album,0
DirectlySamples,16495,Landscapes of a Forgotten Melody,Song,8814,Longitude of Longing,Song,0
RecordedBy,16495,Landscapes of a Forgotten Melody,Song,2072,Thyrnau Sound,RecordLabel,0
InterpolatesFrom,16496,Chasing Horizons Beyond Reason,Song,14351,Echoes of Time,Album,0
InStyleOf,16496,Chasing Horizons Beyond Reason,Song,11446,Echoes from Carmela's Heart,Album,0
RecordedBy,16496,Chasing Horizons Beyond Reason,Song,9244,Verdant Vault,RecordLabel,0
ComposerOf,16497,Ritvik Venkatesh,Person,16496,Chasing Horizons Beyond Reason,Song,0
PerformerOf,16498,Rhea Dhar,Person,16496,Chasing Horizons Beyond Reason,Song,0
ProducerOf,16499,Parinaaz Krishnamurthy,Person,16496,Chasing Horizons Beyond Reason,Song,0
CoverOf,16500,Sprinting Towards Infinity's Margin,Song,16585,Digital Heartbeat,Song,0
RecordedBy,16500,Sprinting Towards Infinity's Margin,Song,2204,Sinewsound,RecordLabel,0
InStyleOf,16501,Desperate Dash at the World's Boundary,Song,9526,Prismatic Improvisations,Song,0
RecordedBy,16501,Desperate Dash at the World's Boundary,Song,4122,Laye Listening,RecordLabel,0
PerformerOf,16502,Guiying Kong,Person,16501,Desperate Dash at the World's Boundary,Song,0
PerformerOf,16503,Jing Zhang,Person,16501,Desperate Dash at the World's Boundary,Song,0
PerformerOf,16504,Xiuying Guo,Person,16501,Desperate Dash at the World's Boundary,Song,0
LyricalReferenceTo,16505,Fleeing Toward the Furthest Horizon,Song,6949,Whispered Benedictions,Song,0
RecordedBy,16505,Fleeing Toward the Furthest Horizon,Song,5817,Shamrock Sound,RecordLabel,0
DistributedBy,16505,Fleeing Toward the Furthest Horizon,Song,5817,Shamrock Sound,RecordLabel,1
PerformerOf,16506,Fang Xu,Person,16505,Fleeing Toward the Furthest Horizon,Song,0
RecordedBy,16507,Someday Soon,Song,2205,Ribes Rhythm,RecordLabel,0
DirectlySamples,16508,When Time Aligns,Album,3501,Beyond Our Limitations,Song,0
InStyleOf,16508,When Time Aligns,Album,12150,Sing Song Swing,Song,0
RecordedBy,16508,When Time Aligns,Album,348,Botha Rhythms,RecordLabel,0
ComposerOf,16509,Randy Stewart,Person,16508,When Time Aligns,Album,0
PerformerOf,16509,Randy Stewart,Person,16508,When Time Aligns,Album,1
InterpolatesFrom,16510,Waiting for That Moment,Album,14987,The Idiot's Lament,Song,0
LyricalReferenceTo,16510,Waiting for That Moment,Album,9868,No Way Forward,Album,0
InterpolatesFrom,16510,Waiting for That Moment,Album,3025,Destiny's Call,Song,0
RecordedBy,16510,Waiting for That Moment,Album,319,Arsizio Sonic,RecordLabel,0
PerformerOf,16511,Wei Zhong,Person,16510,Waiting for That Moment,Album,0
RecordedBy,16512,The Day That Changes Everything,Song,568,Harmonic Capital Recordings,RecordLabel,0
DistributedBy,16512,The Day That Changes Everything,Song,772,Septentrion Sound,RecordLabel,0
LyricalReferenceTo,16513,Just Us Against Everything,Song,5949,Resilient Love,Album,0
RecordedBy,16513,Just Us Against Everything,Song,5801,Joker's Wild Music,RecordLabel,0
LyricalReferenceTo,16514,Singular Constellation,Song,15622,Whispers of Finality,Song,0
DistributedBy,16514,Singular Constellation,Song,2485,Maritime Archives,RecordLabel,0
PerformerOf,16515,Jun Yin,Person,16514,Singular Constellation,Song,0
PerformerOf,16516,Ryan Rodriguez,Person,16514,Singular Constellation,Song,0
RecordedBy,16517,The Only Ones Who Know,Song,2117,Miyagino Sound,RecordLabel,0
DistributedBy,16517,The Only Ones Who Know,Song,2117,Miyagino Sound,RecordLabel,1
LyricistOf,16518,Alexandra Taylor,Person,16517,The Only Ones Who Know,Song,0
CoverOf,16519,Paired in Solitude,Song,4541,Hustler's Birthright,Song,0
InterpolatesFrom,16519,Paired in Solitude,Song,445,Twilight at Saint-Genevieve,Album,0
LyricalReferenceTo,16519,Paired in Solitude,Song,11217,Tenure Track Triumph,Song,0
InterpolatesFrom,16519,Paired in Solitude,Song,8717,Midnight's Sacred Breath,Song,0
InterpolatesFrom,16519,Paired in Solitude,Song,16478,Nine Nights of Wisdom,Album,0
RecordedBy,16519,Paired in Solitude,Song,6481,Urban Realm Studios,RecordLabel,0
DistributedBy,16519,Paired in Solitude,Song,6481,Urban Realm Studios,RecordLabel,1
ComposerOf,16520,Emily Hudson,Person,16519,Paired in Solitude,Song,0
PerformerOf,16520,Emily Hudson,Person,16519,Paired in Solitude,Song,1
ProducerOf,16521,Tara Rivera,Person,16519,Paired in Solitude,Song,0
InStyleOf,16522,Puncture Point,Song,6006,Mercy's Endless Tide,Song,0
InterpolatesFrom,16522,Puncture Point,Song,1884,Nowhere's Child,Album,0
InterpolatesFrom,16522,Puncture Point,Song,13574,Can You Spell Out Your Desire?,Song,0
CoverOf,16522,Puncture Point,Song,15699,Chamber of Secrets: A Musical Dialogue,Song,0
InStyleOf,16522,Puncture Point,Song,1172,Crimson Stripes,Song,0
RecordedBy,16522,Puncture Point,Song,370,Wilderness Frequency,RecordLabel,0
DistributedBy,16522,Puncture Point,Song,277,Guyonne Grove,RecordLabel,0
PerformerOf,16523,Jing He,Person,16522,Puncture Point,Song,0
InterpolatesFrom,16524,Trembling Syringe,Song,1841,Ripples and Whispers,Song,0
RecordedBy,16524,Trembling Syringe,Song,477,Stage Collective Records,RecordLabel,0
PerformerOf,16525,Lei Wan,Person,16524,Trembling Syringe,Song,0
LyricistOf,16526,Jun Han,Person,16524,Trembling Syringe,Song,0
PerformerOf,16527,Yesenia Miller,Person,16524,Trembling Syringe,Song,0
ProducerOf,16527,Yesenia Miller,Person,16524,Trembling Syringe,Song,1
DirectlySamples,16528,Veins of Hesitation,Song,2927,Sacred Invocation,Song,0
InStyleOf,16528,Veins of Hesitation,Song,550,Sleepless Without You,Song,0
RecordedBy,16528,Veins of Hesitation,Song,552,Phantom Trace,RecordLabel,0
DistributedBy,16528,Veins of Hesitation,Song,552,Phantom Trace,RecordLabel,1
RecordedBy,16529,Sharp Silent Whispers,Song,488,Monticello Sound,RecordLabel,0
DistributedBy,16529,Sharp Silent Whispers,Song,489,Windveer Records,RecordLabel,0
InterpolatesFrom,16530,Ghosting Memories,Song,9096,Grip and Grace,Song,0
InterpolatesFrom,16530,Ghosting Memories,Song,1841,Ripples and Whispers,Song,0
RecordedBy,16530,Ghosting Memories,Song,10892,Toro Tunes,RecordLabel,0
DistributedBy,16530,Ghosting Memories,Song,16534,Polaris Beacon University,RecordLabel,0
PerformerOf,16531,Qiang Xia,Person,16530,Ghosting Memories,Song,0
